Loading data from data/history/banknifty_spot_m1.json...
Loaded 7513 candles.
Running Replay...
📊 Strategy Scan: Price=59351.90, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59348.15, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59359.15, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59365.85, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59363.90, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59345.95, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59350.15, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59333.70, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59330.10, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59307.10, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59266.90, Score=-3.0 (Mom=-1.5, Str=0.0)
🚀 SIGNAL CREATED: BUY_PE | Score: -3.0
📊 Strategy Scan: Price=59273.65, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59277.10, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59298.00, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59280.30, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59283.15, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59270.55, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59289.50, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59279.90, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59274.60, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59259.05, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59277.95, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59253.80, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59245.75, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59235.75, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59250.70, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59266.85, Score=0.5 (Mom=0.5, Str=0.0)
📊 Strategy Scan: Price=59260.00, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59264.50, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59283.70, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59296.10, Score=0.5 (Mom=0.5, Str=0.0)
📊 Strategy Scan: Price=59294.80, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59289.10, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59293.25, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59304.95, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59302.85, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59302.60, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59296.45, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59285.40, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59298.35, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59300.60, Score=0.0 (Mom=0.0, Str=0.0)
